tweet_text_cleaned,user_description_cleaned,source,original_tid,u_id,label,is_synthetic,model
You can buy this explicit carving of Laughing Buddha Holding a Wealth Ball in his hand carefully sculpted with original mammoth ivory. Christmas Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}},I love Art especially Carved legal ivory,seed_0,t_1076867922121949184,11,1,0,original
{{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}}_cull3n {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} {{MENTION}} Thank you Emily! Happy Friday!,"The finest antique aneroid barometers, barographs & other scientific instruments of the Victorian & Edwardian eras. We sell, buy and repair. And row.",follower_76,t_1360363811644067846,529,0,0,original
This #Chinese ivory figure group is one of many Oriental ivories in our #auction on Tuesday. #Antique... {{URL}},"We are the oldest established fine art and antiques auctioneers in our region holding auctions in Northumberland Street, Darlington, since 1840.",follower_81,t_710891125821689856,1127,1,0,original
RT {{MENTION}}: Love me some Joseph Campbell {{URL}},Sell or Buy your next property today with Kelly Morgan {{URL}} {{URL}} 8058079579,follower_16,t_495968377525895168,367,0,0,original
"RT {{MENTION}}: Pl 16p/17 “…& returned to the All; they felt not owned, but more like borrowed. “There was an unlimited supply of everyt…","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1541134531788275713,169,0,0,original
{{MENTION}} Walked by this yesterday… {{URL}},Super-privileged. Mildly misanthropic. Raccoon wrangler. Avid reader. Apocalypse planner. {{MENTION}}'s henchman. he/him #books,follower_49,t_1451637014202392592,259,0,0,original
"S/4625 Antique Treen Early 19th Century Circular Trinket Box

A good quality and interesting Regency Period circular trinket box, having a rounded and fitted lid and base with ivory banding that is made up of various different woods throughout. 

{{URL}} {{URL}}",Antique and Period Furniture Dealer,seed_r1,t_1428664504435593216,1139,1,0,original
Sculpture of Man With Baskets in Mammoth Ivory Offer Link: {{URL}} #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}},I love Art especially Carved legal ivory,seed_0,t_1147073119854579712,11,1,0,original
"kinda wanna text u, kinda don't wanna feel like an idiot",just tweeting my life ,follower_55,t_804825067276435456,153,0,0,original
Our latest newsletter is out - let us know if you would like a copy!,"New Zealand String Quartet – distinguished internationally for imaginative programming, insightful musicianship & promotion of NZ music.",follower_113,t_365326035358711808,884,0,0,original
Mark Camoccio takes a look at the BSA Goldstar and talks through its features {{URL}} {{URL}},"Est. for over 39 years, Gun Mart is the broadest based & most popular shooting magazine in the UK, covering all forms of shooting sports, bushcraft & militaria.",follower_32,t_940604162504577024,216,0,0,original
"Check out my Gig on Fiverr: providefull seo social campaign,,bookmarks,signal and shared {{URL}}",I am an SEO & social media expert. My aims and passion for Seo & Youtube Promtion . I love helping businesses grow in areas of online.,follower_10,t_1321877412565581825,237,0,0,original
God I wish she'd stayed wearing her blancmange!,"Welsh. Carp Fishing Mad, Bored, Frustrated Intellectual/Academic with 3 PhD's! Am also a Cat Loving Witch, with SLE & Sjogren's :-)",follower_0,t_335868765940092930,168,0,0,original
If you #Love VINTAGE come join us {{MENTION}} this Saturday {{MENTION}} this Sunday. It's a great weekend in #Yorkshire {{MENTION}} {{MENTION}} #TDY #LoveLeeds #LoveVintage #VintageFair #LeedsMarket #ScarboroughSpa #BesideTheSea #SeeYouThere {{URL}},Vintage Fairs in YORKSHIRE! Check out WHAT'S ON in 2021 by visiting our website. Keep up-to-date on Twitter & Facebook: AdVintageous Vintage Fairs & Event,follower_50,t_992079763614380032,611,0,0,original
A little slow time at the Scotiabank centre after tonight. Get out and support the {{MENTION}} tonight! #basketball #Halifax #todoinhalifax {{URL}},"Things to do, see, eat and drink in Halifax Nova Scotia Canada, if you have an event let me know - info{{MENTION}}.com",following_41,t_1219617542186119168,202,0,0,original
{{MENTION}} {{MENTION}} Looks awesome as always ❤,"Colourful & Creative Handmade Crafts + Card Readings by Womble! Theo Paphitis #SBS, #QueenOf winner! #MHHSBD member #breastcancersurvivor",follower_12,t_1469197807085137928,433,0,0,original
Victorian Twig Frame Sentimental Handwork Ivory Silk {{URL}} via {{MENTION}},"I love the old, unique, rare and beautiful. I love the dust and rust of unearthed treasures. @ {{URL}} or {{URL}}",following_38,t_897460415826870273,56,0,0,original
"{{MENTION}} {{MENTION}} will discuss the antique ivory issue tomorrow with Virginia McKenna on {{MENTION}} tomorrow morning. A ban of 17th / 18th century antique ivory will not save our elephants, but an antique ivory tax paid to conservation can help; win-win . #taxantiqueivory","Will follow back. Carlton Hobbs's Gallery NY 17th - 19th century British & Continental furniture and works of art, royal, aristocratic provenance 1(212)423-9000",following_43,t_950507832272670720,80,0,0,original
ℹ️ : #UK finally steps up to Chinese #ivory efforts | #0811RMA #fb | {{URL}},"Online Seller of Antiques, Collectables, Militaria, Coins, Stamps Memorabilia | Dropshipping | Online Stores | Hashtag = #0811RMA",follower_15,t_921994412741165057,57,0,0,original
"RT {{MENTION}}: {{MENTION}} {{MENTION}}_girls Welcome aboard, Liz - our brand new History Girl! Don't worry, you'll soon get the hang of the…","The History Girls are 28 top writers of historical fiction for YA, MG and adult readers, who blog daily.",follower_61,t_391402914197299200,213,0,0,original
RT {{MENTION}}: Hasta 4.000 € asciende esta imponente lámpara de 18 brazos del s. XIX en {{MENTION}} desde los 900 del inicio {{MENTION}} https…,"Historiadora del arte, especializada en antigüedades y tasadora de obras de arte.",follower_62,t_834484886786473986,176,0,0,original
Prince Harry and Meghan Markle Biographer Omid Scobie Clapped Back Against Claims They Attacked the Queen {{URL}},"With a focus on decorating, gardening, and cooking, Country Living beats a path home to what really matters.",following_32,t_1429823421672837126,210,0,0,original
Champions to Race Classic Cars at French Events From Paris to Cannes {{URL}} #VintageCars #Rally {{URL}},📉 ETHOS... Compliance Sourcing Trading Matching Trading Platform 💹Fair Trading & 🌳Green Solutions for Smart and UnGreedy People,follower_56,t_717396612901957632,399,0,0,original
"New arrival. Fine Ivory Chess Set by Lund of Fleet St, Mid 19th century: {{URL}} {{URL}}","Antiques Dealer, ex Bonhams. Writer & Blogger. Likes gin and backgammon. Unhealthy interest in second hand books and unreliable cars.",follower_33,t_1098550667428462594,561,1,0,original
RT {{MENTION}}: Come see the Royal Marines 350th anniversary march through the City today! Starts at Moorgate & ends at Guildhall - from …,{{URL}},follower_34,t_492608543661780992,245,0,0,original
RT {{MENTION}}: Exciting plans in place for {{MENTION}} showcase awards {{MENTION}} {{MENTION}} #YoungGunsAwards,"A collective of young antiques dealers, auctioneers, restorers and service providers. Enabling and championing young talent. {{URL}}",following_2,t_488973740043411456,148,0,0,original
Check out Antique Solid Silver Compote / Tazza John Round & Sons Ltd Scrap Or Keep 21 Oz {{URL}} {{MENTION}} #antiquesilver #antiques,Dealer of Antiques and Collectables.,follower_19,t_1383414375084544004,316,0,0,original
"RT {{MENTION}}: Pierre Alechinsky, Original lithographic poster, Football World Championship in 1982, football league {{URL}}","Do you have a unique & colorful style? If so, check out my unique handmade jewelry, ornaments & gifts. Nothing here is mass produced! Handmade with ❤️",following_22,t_1485328520494522369,212,0,0,original
Arts Writers Grant Program - 2020 Arts Writers Grant Application open #ArtsWritersGrantProgram #artswritersgrant {{MENTION}} More info: {{URL}} {{URL}},"e-flux is an international art network reaching more than 100,000 visual arts professionals",following_14,t_1250439112319852547,704,0,0,original
Designing a new website for Mammoth Ivory,"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands",seed_r1,t_8588794564,5,1,0,original
Creating Conscious Spaces Tomorrow 9:30am {{URL}},Stay Involved,following_40,t_656825824851595264,431,0,0,original
*gets out of bed* no *gets back in bed*,just tweeting my life ,follower_55,t_784129787912658947,153,0,0,original
"RT {{MENTION}}: Lots of people really liked this intv with John Stezaker, except, I fear, the artist. {{URL}} #paywalldo ...","This account is no longer active. Follow {{MENTION}} for art world news, features and reviews from {{MENTION}}.",following_31,t_208861576822923265,193,0,0,original
Should have made a condition report! 😉 #sorrynotsorry #couldntresist #artbaselmiami #comedian #hungryartist #mauriziocattelan #artbasel #conditionreport #articheck {{URL}} {{URL}},Award-winning app for digital fine art condition reports. Less paper. More art.,follower_28,t_1203807026599600129,524,0,0,original
"Graphite on paper portrait by Kahlil Gibran (1883-1931), known for his prose, poetry, & artwork. The 1926 portrait of a woman, 10½"" x 8"", sold for $25,000 (est $15,000/30,000) at {{MENTION}} (10/6/20) {{URL}} #antiques #antique #art #artist #prophet #Gibran {{URL}}","Maine Antique Digest is written for collectors and the antiques trade. M.A.D. covers auctions, shows, and the goings-on in the art and antiques marketplace.",follower_59,t_1342104004285915136,612,0,0,original
RT {{MENTION}}: #Bridal #Bolero #Shrug #Wedding #dress #CoverUp #Knit #handmade light #pink #sweater #ivory #mohair #silk #evening #jac…,"Fiendish Vintage Jewelry hunter, lover of animals, love to share Human interest, Humor, handmade jewelry tinkerer, Twiitter Rocks! Check out my Ebay site!",follower_107,t_1295841005493555200,91,0,0,original
Photoshoot of the Mammoth ivory carvings,"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands",seed_r1,t_9233354819,5,1,0,original
oh dear why cant we ever remember our sign in info,lewes chocolate company a good place for chocolate!,follower_32,t_211057597271379968,226,0,0,original
{{MENTION}} {{MENTION}} {{MENTION}}_SUA So the feed is choppy for some reason,"Things to do, see, eat and drink in Halifax Nova Scotia Canada, if you have an event let me know - info{{MENTION}}.com",following_41,t_1234630846956613633,202,0,0,original
Hiding from #StormDennis {{URL}},⭐Journalist. TV Producer. Vintage Retailer⭐BBC. Channel 4. Cosmo. Eve. Daily Mail. New Woman. Telegraph. Vogue⭐MD {{MENTION}}⭐Co-Owner {{MENTION}},follower_71,t_1228601303674376192,414,0,0,original
RT {{MENTION}}: {{MENTION}} {{MENTION}} is unafraid to stand up for #2A rights while New York Republicans do nothing but whine. h…,"Wife, Christian, Conservative, retired real estate broker/investor. Mom to rescue🐕Annie. Animal lover and protector. l ❤️President Trump #MAGA #TrumpTrain",follower_102,t_1576239580537184256,285,0,0,original
"RT {{MENTION}}: Teepee Earrings, Geometric Earrings, Enamel Earrings, Colourful Sterling Silver Earrings, Boho Earrings, South Western, T…",日本代表！apex,following_42,t_1105493010421293056,679,0,0,original
Payphone,Exec Chef / F&B Director Fox Harbr Resort. Adventure in every aspect of life. Devoted father of the most amazing little guy. Get out and enjoy life.,follower_68,t_303258106463416321,242,0,0,original
"Art, Jewellery, Silver, Coins Auction. Sun, Oct 14. Vaudreuil-Dorion. presented by Coach House Auctions {{URL}} via {{MENTION}}","Woodbridge Advertiser, Ontario's Auction Paper since 1935 and AuctionsOntario.ca • Advertising Live & Online Auctions, Estate Sales, Shows, Markets, Shops, etc.",follower_22,t_1050562116472557569,844,0,0,original
RT {{MENTION}}: Check out Antique Glass Kerosene or Oil Hanging Lamp Font with Burner & Chimney {{URL}} #eBay via {{MENTION}},I love Antiques & Shiny Things!,follower_107,t_1540329593961209856,146,0,0,original
RT {{MENTION}}: What amazing foods have you eaten this week that has made your ❤️ explode in 15 directions? {{URL}} #joybomb,,follower_107,t_588461013697044481,229,0,0,original
#charliebears {{URL}},"Merchants of high quality Toys, Models and Collectibles",following_2,t_804411715521839104,781,0,0,original
Just completed a 6.03 mi bike - Lots of lights... a wave of red no less {{URL}} #RunKeeper,,follower_2,t_540776543249641473,413,0,0,original
"RT {{MENTION}}: ""Vista del Prado y del Museo, Madrid"", N. Chapuy, L. Bichebois,1844. Grabado {{MENTION}} Subastas {{URL}}","Historiadora del arte, especializada en antigüedades y tasadora de obras de arte.",follower_62,t_964956405177507840,176,0,0,original
RT {{MENTION}}: Roman mosaics beneath the Byzantine Basilica of Acheiropoietos (450 AD) in Thessaloniki/Greece. ©credits: Greek city walks #Ar…,"Artist ,photographer , antique dealer , amateur archaeologist , sometimes writer , lover of all things strange and unusual whatever stirs my soul basically,",follower_11,t_1517937494746181632,642,0,0,original
RT {{MENTION}}: #earlybiz Handmade crochet ripple baby blanket + bear pompom hat - white/grey/pink. {{URL}} #Baby #giftideas h…,"I love color and shapes and more I've just cultivated a passion for all that is pearl, stone or bead. #handmadejewelry #tizianat #etsy #etsyseller",follower_13,t_1291351626909974533,795,0,0,original
RT {{MENTION}}: En enero conversamos con Hugues-Jean Lamy de #GalerieLamy: {{URL}} {{MENTION}}_Brussels {{URL}},International art fair in Brussels. Next fair: 23 - 30 January 2022 #brafaartfair,follower_117,t_692767973052907520,1055,0,0,original
